"id","title","forename","surname","region","party","type","oath_date","died_retired_date","year_created","d_o_b","Hansard_name","ex_MP"
868,"Baroness","Rennie","Fritchie",,"XB","L",19/07/2005 00:00:00,,2005,29/04/1942 00:00:00,"Fritchie, B.","N"
869,"Lord","Donald","Anderson","of Swansea","Lab","L",19/07/2005 00:00:00,,2005,17/06/1939 00:00:00,"Anderson of Swansea, L.","Y"
870,"Baroness","Jean","Corston",,"Lab","L",20/07/2005 00:00:00,,2005,05/05/1942 00:00:00,"Corston, B.","Y"
871,"Lord","Alastair","Goodlad",,"Con","L",20/07/2005 00:00:00,,2005,04/07/1943 00:00:00,"Goodlad, L.","Y"
872,"Bishop of","Nigel McCulloch","Manchester",,"Bp","B",18/12/2002 00:00:00,,2002,17/01/1942 00:00:00,"Manchester, Bp.","N"
873,"Lord","Jack","Cunningham","of Felling","Lab","L",11/10/2005 00:00:00,,2005,04/08/1939 00:00:00,"Cunningham of Felling, L.","Y"
874,"Lord","Jonathan","Mance",,"XB","A",12/10/2005 00:00:00,,2005,06/06/1943 00:00:00,"Mance, L.","N"
875,"Lord","Adair","Turner","of Ecchinswell","XB","L",12/10/2005 00:00:00,,2005,05/10/1955 00:00:00,"Turner of Ecchinswell, L.","N"
876,"Lord","Martin","Rees","of Ludlow","XB","L",18/10/2005 00:00:00,,2005,23/06/1942 00:00:00,"Rees of Ludlow, L.","N"
877,"Baroness","Ruth","Deech",,"XB","L",25/10/2005 00:00:00,,2005,29/04/1943 00:00:00,"Deech, B.","N"
878,"Baroness","Jo","Valentine",,"XB","L",25/10/2005 00:00:00,,2005,08/12/1958 00:00:00,"Valentine, B.","N"
